Retrieval_System | queryId | docId | score | p@20
bm_25_baseline | 58 | CACM-2665 | 18.14214106343414 | 0.2
bm_25_baseline | 59 | CACM-2795 | 18.11846336116105 | 0.3
bm_25_baseline | 60 | CACM-2319 | 18.67359193481583 | 0.1
bm_25_baseline | 61 | CACM-3129 | 17.045023990676352 | 0.4
bm_25_baseline | 62 | CACM-2709 | 7.865363732682192 | 0.0
bm_25_baseline | 63 | CACM-1536 | 9.320182184130989 | 0.25
bm_25_baseline | 64 | CACM-3142 | 11.134359762597734 | 0.0
bm_25_stopwords | 1 | CACM-2621 | 10.011153354458216 | 0.15
bm_25_stopwords | 2 | CACM-1625 | 3.8326476865437646 | 0.15
bm_25_stopwords | 3 | CACM-1135 | 6.082874769855023 | 0.0
bm_25_stopwords | 4 | CACM-2701 | 10.942495758530923 | 0.1
bm_25_stopwords | 5 | CACM-1937 | 11.318966853994425 | 0.1
bm_25_stopwords | 6 | CACM-1113 | 6.318609569291069 | 0.1
bm_25_stopwords | 7 | CACM-2111 | 11.664945553480251 | 0.45
bm_25_stopwords | 8 | CACM-2320 | 10.203768656455484 | 0.1
bm_25_stopwords | 9 | CACM-1928 | 10.964029152012023 | 0.2
bm_25_stopwords | 10 | CACM-2081 | 5.958317600859834 | 0.4
bm_25_stopwords | 11 | CACM-2316 | 7.262678629158157 | 0.4
bm_25_stopwords | 12 | CACM-2080 | 5.544467135417448 | 0.15
bm_25_stopwords | 13 | CACM-3171 | 6.9854980477479955 | 0.2
bm_25_stopwords | 14 | CACM-2959 | 7.888788314727101 | 0.05
bm_25_stopwords | 15 | CACM-1808 | 7.867036721501092 | 0.1
bm_25_stopwords | 16 | CACM-2890 | 9.259157056274809 | 0.15
bm_25_stopwords | 17 | CACM-1807 | 6.819770390344435 | 0.25
bm_25_stopwords | 18 | CACM-3127 | 8.347458533079198 | 0.05
bm_25_stopwords | 19 | CACM-2700 | 4.26712523859443 | 0.3
bm_25_stopwords | 20 | CACM-3124 | 6.407432503843113 | 0.1
bm_25_stopwords | 21 | CACM-2932 | 7.200170791792075 | 0.2
bm_25_stopwords | 22 | CACM-2919 | 7.0550213486294 | 0.15
bm_25_stopwords | 23 | CACM-2834 | 5.950644929411567 | 0.15
bm_25_stopwords | 24 | CACM-2740 | 4.055202196301389 | 0.1
bm_25_stopwords | 25 | CACM-1032 | 7.719647688494334 | 0.3
bm_25_stopwords | 26 | CACM-2036 | 7.711300760495764 | 0.3
bm_25_stopwords | 27 | CACM-1750 | 8.593074844489948 | 0.35
bm_25_stopwords | 28 | CACM-2614 | 9.51908423441997 | 0.2
bm_25_stopwords | 29 | CACM-1933 | 7.724944215384429 | 0.2
bm_25_stopwords | 30 | CACM-3120 | 6.746108047382727 | 0.1
bm_25_stopwords | 31 | CACM-2829 | 11.981298609651482 | 0.05
bm_25_stopwords | 32 | CACM-2767 | 10.846659066002116 | 0.1
bm_25_stopwords | 33 | CACM-1766 | 16.72922276769214 | 0.0
bm_25_stopwords | 36 | CACM-2811 | 9.119308439023436 | 0.4
bm_25_stopwords | 37 | CACM-1960 | 13.457168440205379 | 0.1
bm_25_stopwords | 38 | CACM-1907 | 10.348800173642973 | 0.35
bm_25_stopwords | 39 | CACM-2078 | 13.925561631211227 | 0.25
bm_25_stopwords | 40 | CACM-2341 | 12.255980321416747 | 0.25
bm_25_stopwords | 42 | CACM-3091 | 9.341648856370485 | 0.05
bm_25_stopwords | 43 | CACM-3125 | 8.450186535343805 | 0.25
bm_25_stopwords | 44 | CACM-2753 | 5.4186839924594326 | 0.3
bm_25_stopwords | 45 | CACM-2978 | 10.661319406289113 | 0.25
bm_25_stopwords | 48 | CACM-2828 | 12.566525599147221 | 0.05
bm_25_stopwords | 49 | CACM-1681 | 8.45977977655469 | 0.15
bm_25_stopwords | 57 | CACM-1700 | 2.32968777525667 | 0.05
bm_25_stopwords | 58 | CACM-3150 | 12.060810796666289 | 0.25
bm_25_stopwords | 59 | CACM-2705 | 14.77624852306393 | 0.4
bm_25_stopwords | 60 | CACM-2198 | 15.65954907629922 | 0.15
bm_25_stopwords | 61 | CACM-1457 | 12.911268532404351 | 0.45
bm_25_stopwords | 62 | CACM-1566 | 7.148840769709118 | 0.05
bm_25_stopwords | 63 | CACM-2557 | 8.005935321928344 | 0.3
bm_25_stopwords | 64 | CACM-1050 | 3.922918755484562 | 0.05
jm_smoothed_baseline | 1 | CACM-0585 | -115.7162220023784 | 0.1
jm_smoothed_baseline | 2 | CACM-1674 | -107.90513364522877 | 0.1
jm_smoothed_baseline | 3 | CACM-1723 | -44.250503347480986 | 0.0
jm_smoothed_baseline | 4 | CACM-2060 | -353.3958314150165 | 0.1
jm_smoothed_baseline | 5 | CACM-3102 | -223.78626124420134 | 0.15
jm_smoothed_baseline | 6 | CACM-2095 | -141.78290315195588 | 0.05
jm_smoothed_baseline | 7 | CACM-2033 | -208.2307866443913 | 0.4
jm_smoothed_baseline | 8 | CACM-2499 | -69.07702670468818 | 0.1
jm_smoothed_baseline | 9 | CACM-2454 | -68.77121412716157 | 0.2
jm_smoothed_baseline | 10 | CACM-2685 | -23.395438816996084 | 0.5
jm_smoothed_baseline | 11 | CACM-2003 | -38.9952759060109 | 0.35
jm_smoothed_baseline | 12 | CACM-1747 | -19.95704007262229 | 0.1
jm_smoothed_baseline | 13 | CACM-2374 | -31.597067572726512 | 0.2
jm_smoothed_baseline | 14 | CACM-3132 | -91.11056847086495 | 0.1
jm_smoothed_baseline | 15 | CACM-3054 | -112.05476667211788 | 0.05
jm_smoothed_baseline | 16 | CACM-2931 | -113.99141752821744 | 0.15
jm_smoothed_baseline | 17 | CACM-2929 | -35.694262483916084 | 0.25
jm_smoothed_baseline | 18 | CACM-1223 | -94.89710636516901 | 0.1
jm_smoothed_baseline | 19 | CACM-2685 | -11.009418130262755 | 0.25
jm_smoothed_baseline | 20 | CACM-3018 | -55.59510957318972 | 0.1
jm_smoothed_baseline | 21 | CACM-3131 | -43.1620820364588 | 0.1
jm_smoothed_baseline | 22 | CACM-3049 | -160.35700073368756 | 0.1
jm_smoothed_baseline | 23 | CACM-3166 | -30.836497717386845 | 0.15
jm_smoothed_baseline | 24 | CACM-2844 | -23.05741366674929 | 0.1
jm_smoothed_baseline | 25 | CACM-2017 | -28.291495567150136 | 0.4
jm_smoothed_baseline | 26 | CACM-2036 | -40.77067487289838 | 0.3
jm_smoothed_baseline | 27 | CACM-1750 | -34.13743013340839 | 0.35
jm_smoothed_baseline | 28 | CACM-2849 | -170.79794133104767 | 0.2
jm_smoothed_baseline | 29 | CACM-1538 | -94.42931829417728 | 0.35
jm_smoothed_baseline | 30 | CACM-1644 | -101.11442844421921 | 0.1
jm_smoothed_baseline | 31 | CACM-2396 | -349.2953156701704 | 0.05
jm_smoothed_baseline | 32 | CACM-2819 | -252.81541300770886 | 0.1
jm_smoothed_baseline | 33 | CACM-1998 | -432.1961042662061 | 0.0
jm_smoothed_baseline | 36 | CACM-2733 | -50.533198379231315 | 0.5
jm_smoothed_baseline | 37 | CACM-2342 | -337.2454882031394 | 0.1
jm_smoothed_baseline | 38 | CACM-3069 | -311.1013760678719 | 0.15
jm_smoothed_baseline | 39 | CACM-3031 | -221.62449116733947 | 0.2
jm_smoothed_baseline | 40 | CACM-3103 | -218.66765068078539 | 0.15
jm_smoothed_baseline | 42 | CACM-2310 | -59.9876705709869 | 0.15
jm_smoothed_baseline | 43 | CACM-0633 | -135.35454291386495 | 0.25
jm_smoothed_baseline | 44 | CACM-1404 | -63.23649840667117 | 0.3
jm_smoothed_baseline | 45 | CACM-1534 | -200.70664847020706 | 0.3
jm_smoothed_baseline | 48 | CACM-2766 | -178.04036759214318 | 0.05
jm_smoothed_baseline | 49 | CACM-2402 | -66.32825626463028 | 0.1
jm_smoothed_baseline | 57 | CACM-1112 | -263.41770754036986 | 0.05
jm_smoothed_baseline | 58 | CACM-1978 | -247.7673431764737 | 0.2
jm_smoothed_baseline | 59 | CACM-2795 | -196.10704751824892 | 0.35
jm_smoothed_baseline | 60 | CACM-2738 | -267.34345760057215 | 0.1
jm_smoothed_baseline | 61 | CACM-1194 | -222.86912217842726 | 0.4
jm_smoothed_baseline | 62 | CACM-1911 | -79.07008870683704 | 0.0
jm_smoothed_baseline | 63 | CACM-2355 | -62.62988032852138 | 0.2
jm_smoothed_baseline | 64 | CACM-2144 | -151.88192825423477 | 0.0
jm_smoothed_query_refinement | 1 | CACM-2632 | -184.21401043462149 | 0.1
jm_smoothed_query_refinement | 2 | CACM-1010 | -170.0155070034106 | 0.05
jm_smoothed_query_refinement | 3 | CACM-2895 | -120.15850137509433 | 0.0
jm_smoothed_query_refinement | 4 | CACM-0409 | -428.11257604694 | 0.1
jm_smoothed_query_refinement | 5 | CACM-1671 | -296.5921178644231 | 0.05
jm_smoothed_query_refinement | 6 | CACM-2772 | -214.00438117227466 | 0.0
jm_smoothed_query_refinement | 7 | CACM-2732 | -280.40298248315634 | 0.35
jm_smoothed_query_refinement | 8 | CACM-1611 | -129.45535374979121 | 0.1
jm_smoothed_query_refinement | 9 | CACM-3127 | -139.126922849768 | 0.15
jm_smoothed_query_refinement | 10 | CACM-2266 | -81.20566223348918 | 0.25
jm_smoothed_query_refinement | 11 | CACM-2527 | -92.26487470265161 | 0.25
jm_smoothed_query_refinement | 12 | CACM-3200 | -73.05910047099188 | 0.1
jm_smoothed_query_refinement | 13 | CACM-2621 | -92.24514348351622 | 0.1
jm_smoothed_query_refinement | 14 | CACM-3037 | -155.99212161007495 | 0.1
jm_smoothed_query_refinement | 15 | CACM-2396 | -181.7937715847816 | 0.05
jm_smoothed_query_refinement | 16 | CACM-2833 | -183.27555758603987 | 0.1
jm_smoothed_query_refinement | 17 | CACM-3122 | -102.63094905614167 | 0.2
jm_smoothed_query_refinement | 18 | CACM-1852 | -163.75889243977264 | 0.0
jm_smoothed_query_refinement | 19 | CACM-1122 | -64.21496751334455 | 0.1
jm_smoothed_query_refinement | 20 | CACM-3139 | -113.91781622069456 | 0.1
jm_smoothed_query_refinement | 21 | CACM-3160 | -104.17508623783358 | 0.0
jm_smoothed_query_refinement | 22 | CACM-2763 | -231.0536605400581 | 0.5
jm_smoothed_query_refinement | 23 | CACM-3160 | -91.68124020455751 | 0.0
jm_smoothed_query_refinement | 24 | CACM-1886 | -75.75451883439953 | 0.05
jm_smoothed_query_refinement | 25 | CACM-2318 | -102.09621186929803 | 0.15
jm_smoothed_query_refinement | 26 | CACM-3197 | -99.83458454702036 | 0.15
jm_smoothed_query_refinement | 27 | CACM-3137 | -100.62941790477446 | 0.15
jm_smoothed_query_refinement | 28 | CACM-1846 | -244.17815227808836 | 0.15
jm_smoothed_query_refinement | 29 | CACM-3159 | -158.3988228609353 | 0.0
jm_smoothed_query_refinement | 30 | CACM-1977 | -158.38212776135546 | 0.1
jm_smoothed_query_refinement | 31 | CACM-2893 | -421.76205854050437 | 0.0
jm_smoothed_query_refinement | 32 | CACM-2697 | -328.0134165697668 | 0.1
jm_smoothed_query_refinement | 33 | CACM-2355 | -507.6936983555264 | 0.0
jm_smoothed_query_refinement | 36 | CACM-1433 | -104.65711592659706 | 0.3
jm_smoothed_query_refinement | 37 | CACM-1828 | -415.40934869809246 | 0.1
jm_smoothed_query_refinement | 38 | CACM-2622 | -385.5647332379175 | 0.1
jm_smoothed_query_refinement | 39 | CACM-0527 | -296.14357728511527 | 0.25
jm_smoothed_query_refinement | 40 | CACM-2651 | -289.3446840213197 | 0.25
jm_smoothed_query_refinement | 42 | CACM-2310 | -116.74281318266428 | 0.15
jm_smoothed_query_refinement | 43 | CACM-2977 | -207.63449287669454 | 0.1
jm_smoothed_query_refinement | 44 | CACM-2210 | -126.95514482299843 | 0.2
jm_smoothed_query_refinement | 45 | CACM-2949 | -274.9028738166844 | 0.3
jm_smoothed_query_refinement | 48 | CACM-1183 | -248.59225732242462 | 0.1
jm_smoothed_query_refinement | 49 | CACM-1935 | -137.01022855617632 | 0.1
jm_smoothed_query_refinement | 57 | CACM-1712 | -339.4797453805605 | 0.05
jm_smoothed_query_refinement | 58 | CACM-2849 | -314.4644550261013 | 0.2
jm_smoothed_query_refinement | 59 | CACM-2407 | -258.4582160973617 | 0.3
jm_smoothed_query_refinement | 60 | CACM-3049 | -340.0285950967191 | 0.2
jm_smoothed_query_refinement | 61 | CACM-3129 | -294.69871415348445 | 0.5
jm_smoothed_query_refinement | 62 | CACM-3165 | -158.29852146541774 | 0.05
jm_smoothed_query_refinement | 63 | CACM-3183 | -131.30714782277272 | 0.05
jm_smoothed_query_refinement | 64 | CACM-3144 | -222.2197626986667 | 0.0
lucene_baseline | 1 | CACM-2920 | 15.284429550170898 | 0.1
lucene_baseline | 2 | CACM-1977 | 6.63310432434082 | 0.15
lucene_baseline | 3 | CACM-3115 | 6.838825225830078 | 0.0
lucene_baseline | 4 | CACM-0616 | 14.195514678955078 | 0.1
lucene_baseline | 5 | CACM-1409 | 13.48141860961914 | 0.1
lucene_baseline | 6 | CACM-1365 | 8.669479370117188 | 0.1
lucene_baseline | 7 | CACM-1381 | 14.354486465454102 | 0.4
lucene_baseline | 8 | CACM-2830 | 12.124938011169434 | 0.1
lucene_baseline | 9 | CACM-1745 | 13.29220199584961 | 0.2
lucene_baseline | 10 | CACM-1536 | 11.498970031738281 | 0.65
lucene_baseline | 11 | CACM-3077 | 8.775823593139648 | 0.5
lucene_baseline | 12 | CACM-2740 | 6.549313545227051 | 0.1
lucene_baseline | 13 | CACM-1564 | 7.3165130615234375 | 0.2
lucene_baseline | 14 | CACM-3057 | 9.189729690551758 | 0.15
lucene_baseline | 15 | CACM-2904 | 15.240983963012695 | 0.15
lucene_baseline | 16 | CACM-2438 | 10.586477279663086 | 0.1
lucene_baseline | 17 | CACM-2464 | 6.722506046295166 | 0.2
lucene_baseline | 18 | CACM-1665 | 9.352409362792969 | 0.15
lucene_baseline | 19 | CACM-1811 | 5.574055194854736 | 0.3
lucene_baseline | 20 | CACM-2081 | 7.42636775970459 | 0.15
lucene_baseline | 21 | CACM-2936 | 8.04453182220459 | 0.15
lucene_baseline | 22 | CACM-2845 | 13.047307014465332 | 0.65
lucene_baseline | 23 | CACM-2454 | 6.41588830947876 | 0.2
lucene_baseline | 24 | CACM-1748 | 4.875218391418457 | 0.05
lucene_baseline | 25 | CACM-2988 | 8.935275077819824 | 0.45
lucene_baseline | 26 | CACM-2558 | 7.828359603881836 | 0.25
lucene_baseline | 27 | CACM-2867 | 9.932113647460938 | 0.35
lucene_baseline | 28 | CACM-0828 | 16.084270477294922 | 0.2
lucene_baseline | 29 | CACM-2031 | 11.07455825805664 | 0.5
lucene_baseline | 30 | CACM-1248 | 9.728264808654785 | 0.05
lucene_baseline | 31 | CACM-0533 | 21.40254783630371 | 0.1
lucene_baseline | 32 | CACM-1905 | 26.203651428222656 | 0.1
lucene_baseline | 33 | CACM-2805 | 27.452247619628906 | 0.05
lucene_baseline | 36 | CACM-2836 | 12.601175308227539 | 0.5
lucene_baseline | 37 | CACM-2342 | 24.44057846069336 | 0.25
lucene_baseline | 38 | CACM-1931 | 16.608325958251953 | 0.25
lucene_baseline | 39 | CACM-2684 | 18.877159118652344 | 0.25
lucene_baseline | 40 | CACM-3188 | 18.12013053894043 | 0.2
lucene_baseline | 42 | CACM-2991 | 10.596480369567871 | 0.2
lucene_baseline | 43 | CACM-2113 | 12.091652870178223 | 0.35
lucene_baseline | 44 | CACM-1435 | 8.800376892089844 | 0.15
lucene_baseline | 45 | CACM-3070 | 12.987919807434082 | 0.25
lucene_baseline | 48 | CACM-3010 | 15.78914737701416 | 0.05
lucene_baseline | 49 | CACM-2407 | 11.47568130493164 | 0.1
lucene_baseline | 57 | CACM-3178 | 15.98827075958252 | 0.05
lucene_baseline | 58 | CACM-1695 | 17.50265121459961 | 0.4
lucene_baseline | 59 | CACM-2705 | 16.980955123901367 | 0.4
lucene_baseline | 60 | CACM-2876 | 20.37041473388672 | 0.3
lucene_baseline | 61 | CACM-2160 | 16.678817749023438 | 0.5
lucene_baseline | 62 | CACM-3086 | 7.817914009094238 | 0.05
lucene_baseline | 63 | CACM-2838 | 13.556188583374023 | 0.4
lucene_baseline | 64 | CACM-1264 | 8.483999252319336 | 0.05
lucene_stopwords | 1 | CACM-3048 | 14.037811279296875 | 0.1
lucene_stopwords | 2 | CACM-1214 | 4.160717964172363 | 0.15
lucene_stopwords | 3 | CACM-1788 | 6.116642475128174 | 0.05
lucene_stopwords | 4 | CACM-2949 | 12.721525192260742 | 0.1
lucene_stopwords | 5 | CACM-1571 | 12.78681755065918 | 0.1
lucene_stopwords | 6 | CACM-0417 | 8.052021980285645 | 0.1
lucene_stopwords | 7 | CACM-1381 | 12.610579490661621 | 0.45
lucene_stopwords | 8 | CACM-2830 | 12.124938011169434 | 0.1
lucene_stopwords | 9 | CACM-1745 | 13.29220199584961 | 0.2
lucene_stopwords | 10 | CACM-1536 | 11.498970031738281 | 0.65
lucene_stopwords | 11 | CACM-3080 | 7.929060935974121 | 0.5
lucene_stopwords | 12 | CACM-2740 | 6.549313545227051 | 0.1
lucene_stopwords | 13 | CACM-1564 | 7.3165130615234375 | 0.2
lucene_stopwords | 14 | CACM-1724 | 8.776355743408203 | 0.2
lucene_stopwords | 15 | CACM-1795 | 14.620057106018066 | 0.15
lucene_stopwords | 16 | CACM-1135 | 9.336997032165527 | 0.15
lucene_stopwords | 17 | CACM-2464 | 6.722506046295166 | 0.2
lucene_stopwords | 18 | CACM-1665 | 9.352409362792969 | 0.15
lucene_stopwords | 19 | CACM-1811 | 5.574055194854736 | 0.3
lucene_stopwords | 20 | CACM-2081 | 7.42636775970459 | 0.15
lucene_stopwords | 21 | CACM-2936 | 8.04453182220459 | 0.15
lucene_stopwords | 22 | CACM-1978 | 11.819920539855957 | 0.65
lucene_stopwords | 23 | CACM-2454 | 6.41588830947876 | 0.2
lucene_stopwords | 24 | CACM-1748 | 4.875218391418457 | 0.05
lucene_stopwords | 25 | CACM-2988 | 8.935275077819824 | 0.45
lucene_stopwords | 26 | CACM-2558 | 7.828359603881836 | 0.25
lucene_stopwords | 27 | CACM-2867 | 9.932113647460938 | 0.35
lucene_stopwords | 28 | CACM-1723 | 14.018463134765625 | 0.2
lucene_stopwords | 29 | CACM-2031 | 11.07455825805664 | 0.5
lucene_stopwords | 30 | CACM-2314 | 8.137523651123047 | 0.1
lucene_stopwords | 31 | CACM-0195 | 19.302820205688477 | 0.1
lucene_stopwords | 32 | CACM-1504 | 26.008628845214844 | 0.1
lucene_stopwords | 33 | CACM-2081 | 21.41766929626465 | 0.05
lucene_stopwords | 36 | CACM-2836 | 12.601175308227539 | 0.5
lucene_stopwords | 37 | CACM-1719 | 19.079626083374023 | 0.25
lucene_stopwords | 38 | CACM-3087 | 10.36311149597168 | 0.35
lucene_stopwords | 39 | CACM-1213 | 18.5924015045166 | 0.25
lucene_stopwords | 40 | CACM-2316 | 16.32245445251465 | 0.25
lucene_stopwords | 42 | CACM-2310 | 10.499908447265625 | 0.15
lucene_stopwords | 43 | CACM-2113 | 12.091652870178223 | 0.35
lucene_stopwords | 44 | CACM-1435 | 8.800376892089844 | 0.15
lucene_stopwords | 45 | CACM-2926 | 11.693910598754883 | 0.35
lucene_stopwords | 48 | CACM-2932 | 15.724365234375 | 0.05
lucene_stopwords | 49 | CACM-2407 | 11.47568130493164 | 0.1
lucene_stopwords | 57 | CACM-3145 | 11.532052040100098 | 0.05
lucene_stopwords | 58 | CACM-3166 | 14.46059799194336 | 0.45
lucene_stopwords | 59 | CACM-2705 | 16.980955123901367 | 0.4
lucene_stopwords | 60 | CACM-2716 | 19.998943328857422 | 0.3
lucene_stopwords | 61 | CACM-2288 | 14.943047523498535 | 0.55
lucene_stopwords | 62 | CACM-2227 | 7.641468048095703 | 0.05
lucene_stopwords | 63 | CACM-2679 | 12.926557540893555 | 0.4
lucene_stopwords | 64 | CACM-2772 | 5.654919147491455 | 0.05
tf_idf_baseline | 1 | CACM-2358 | 37.032821560496096 | 0.1
tf_idf_baseline | 2 | CACM-0616 | 21.739691759042504 | 0.05
tf_idf_baseline | 3 | CACM-2572 | 18.379951666062965 | 0.0
tf_idf_baseline | 4 | CACM-2851 | 77.67752241474687 | 0.05
tf_idf_baseline | 5 | CACM-2314 | 57.121335504548775 | 0.05
tf_idf_baseline | 6 | CACM-2289 | 51.15568411233268 | 0.1
tf_idf_baseline | 7 | CACM-2208 | 65.47804766648464 | 0.15
tf_idf_baseline | 8 | CACM-1680 | 32.959100175262954 | 0.1
tf_idf_baseline | 9 | CACM-3077 | 35.46496250137595 | 0.15
tf_idf_baseline | 10 | CACM-2266 | 27.872340117414634 | 0.4
tf_idf_baseline | 11 | CACM-2603 | 17.376033453686524 | 0.35
tf_idf_baseline | 12 | CACM-2479 | 14.814225571063933 | 0.1
tf_idf_baseline | 13 | CACM-2929 | 16.44649157657841 | 0.1
tf_idf_baseline | 14 | CACM-3131 | 27.3304199241679 | 0.1
tf_idf_baseline | 15 | CACM-3054 | 34.279874020863325 | 0.05
tf_idf_baseline | 16 | CACM-0409 | 36.803951690022956 | 0.1
tf_idf_baseline | 17 | CACM-1947 | 21.045134423065875 | 0.15
tf_idf_baseline | 18 | CACM-2723 | 24.639848314156296 | 0.05
tf_idf_baseline | 19 | CACM-2146 | 13.484384502520424 | 0.3
tf_idf_baseline | 20 | CACM-2273 | 18.518997267094665 | 0.1
tf_idf_baseline | 21 | CACM-2263 | 17.041461528170284 | 0.1
tf_idf_baseline | 22 | CACM-1856 | 42.286772762201494 | 0.05
tf_idf_baseline | 23 | CACM-3035 | 17.972737677212415 | 0.15
tf_idf_baseline | 24 | CACM-2150 | 7.355412307031623 | 0.05
tf_idf_baseline | 25 | CACM-2198 | 27.858270157717737 | 0.25
tf_idf_baseline | 26 | CACM-1728 | 22.292818149411218 | 0.05
tf_idf_baseline | 27 | CACM-1752 | 27.362070151839355 | 0.4
tf_idf_baseline | 28 | CACM-1928 | 84.60149530926148 | 0.2
tf_idf_baseline | 29 | CACM-2283 | 18.61224126033131 | 0.05
tf_idf_baseline | 30 | CACM-1012 | 26.946350015984834 | 0.05
tf_idf_baseline | 31 | CACM-1327 | 112.11770261556056 | 0.05
tf_idf_baseline | 32 | CACM-2905 | 96.18538462572837 | 0.05
tf_idf_baseline | 33 | CACM-2645 | 129.70955672235445 | 0.0
tf_idf_baseline | 36 | CACM-1455 | 23.482286651950947 | 0.2
tf_idf_baseline | 37 | CACM-2289 | 176.09356725101205 | 0.05
tf_idf_baseline | 38 | CACM-1003 | 102.87141573504407 | 0.05
tf_idf_baseline | 39 | CACM-2316 | 66.17361486654772 | 0.15
tf_idf_baseline | 40 | CACM-2317 | 79.92936117015626 | 0.1
tf_idf_baseline | 42 | CACM-2437 | 28.33321498232339 | 0.25
tf_idf_baseline | 43 | CACM-2494 | 42.49050212269565 | 0.05
tf_idf_baseline | 44 | CACM-2310 | 24.749270287568244 | 0.1
tf_idf_baseline | 45 | CACM-2233 | 53.30422488136567 | 0.25
tf_idf_baseline | 48 | CACM-2828 | 76.05506296316683 | 0.0
tf_idf_baseline | 49 | CACM-2985 | 42.1243863855306 | 0.05
tf_idf_baseline | 57 | CACM-2864 | 58.55848395018293 | 0.05
tf_idf_baseline | 58 | CACM-1344 | 54.73655932134636 | 0.2
tf_idf_baseline | 59 | CACM-0944 | 64.54554169136176 | 0.3
tf_idf_baseline | 60 | CACM-1695 | 61.576842567665224 | 0.3
tf_idf_baseline | 61 | CACM-1457 | 50.77318219889688 | 0.45
tf_idf_baseline | 62 | CACM-2580 | 20.35270679680542 | 0.1
tf_idf_baseline | 63 | CACM-1366 | 33.55053059882856 | 0.3
tf_idf_baseline | 64 | CACM-2753 | 32.44011563530024 | 0.05
tf_idf_stopwords | 1 | CACM-1161 | 30.44157731328865 | 0.1
tf_idf_stopwords | 2 | CACM-1867 | 5.992713766508414 | 0.15
tf_idf_stopwords | 3 | CACM-1134 | 10.599133171896938 | 0.05
tf_idf_stopwords | 4 | CACM-1829 | 23.327472823980017 | 0.1
tf_idf_stopwords | 5 | CACM-2718 | 27.34617228486932 | 0.1
tf_idf_stopwords | 6 | CACM-0616 | 11.985427533016829 | 0.15
tf_idf_stopwords | 7 | CACM-2273 | 29.424153215562526 | 0.35
tf_idf_stopwords | 8 | CACM-2890 | 27.07223882158099 | 0.1
tf_idf_stopwords | 9 | CACM-3076 | 29.69097183158892 | 0.2
tf_idf_stopwords | 10 | CACM-3059 | 26.367759360656073 | 0.4
